player,pos,handle,tweet
Alex Ellis,TE,alexellisuk,@ibuildthecloud @nate_usher 🙃
Alex Ellis,TE,alexellisuk,"I'm collecting blog posts &amp; talks - virtual and in person for the OpenFaaS community file.

Send me a URL if you've got something you've written.

https://t.co/2aXvgVbyBF https://t.co/YbjpjKr3Bf"
Alex Ellis,TE,alexellisuk,"Thanks to @fruit_case and @YunusAndreasson for becoming sponsors on GitHub🐳⭐️

They'll now show up as sponsors on Issues &amp; PRs, and get my premium email each week on creating a business with open source.
https://t.co/3LcsCNiJPt https://t.co/kOVqIiaRMC"
Alex Ellis,TE,alexellisuk,"@uncontainer Of course you can have HA, that's even in the README file.

Can you explain what you've tried and why you feel that isn't HA?"
Alex Ellis,TE,alexellisuk,@stuartbrown I have one very similar to that by Faithfull tools and it wore down really quickly to the point that it's now useless.
Alex Ellis,TE,alexellisuk,"@stuartbrown No, I bought a set of three Atomas from Workshop Heaven - Coarse, Medium &amp; Fine.

They are not cheap, but they will last a _really_ long time. Buy cheap, buy twice, thrice etc.

https://t.co/TMa2ICXfR5"
Alex Ellis,TE,alexellisuk,"@nate_usher Unfortunately, it was during a family emergency so couldn't power it off until much later that night."
Alex Ellis,TE,alexellisuk,"@yongfook Also using @LetsDeel and they were very helpful in getting everything set up. Some countries require an additional 13th and 14th salary to be paid for instance, and extra tax payments in year 2 🙃"
Alex Ellis,TE,alexellisuk,"I made this hard-wood wrist rest for @n_marcetic for his Keychron K3 - it needed to be ~ 9mm.

You can order your own with a custom size in the store. I've got a bunch of different shapes &amp; sizes ready to ship.
https://t.co/KJowMWPPS8 https://t.co/rqHSudlvin"
Alex Ellis,TE,alexellisuk,"@nate_usher Can you explain ""soak it""?"
Alex Ellis,TE,alexellisuk,"@pdaures @milsman2 @golang Many would agree with you. An extensive standard library, with built-in patterns for high concurrency and easy cross-compilation make it ideal for distributing for cloud."
Alex Ellis,TE,alexellisuk,"My Pixel 4a got dunked (accidentally) in water yesterday.. and it looks like the 6a is only available to buy in late July.

The question is will it last that long? It's pretty laggy this morning and unresponsive when typing. #googlepixel6a"
Alex Ellis,TE,alexellisuk,@GianArb What was that problem? I've not used it myself.
Alex Ellis,TE,alexellisuk,@dtaivpp I've got dd down from muscle memory. diskUtil is impressive though. Bonus points for remembering the drive name
Alex Ellis,TE,alexellisuk,"In my talk ""How and Why We Rebuilt Auto-scaling in OpenFaaS with Prometheus"" at @PrometheusIO last week, I shared a few customer stories..

..like how @will_fore found a memory leak in a @golang function by using our new dashboard

#sre #kubecon #k8s #o11y
https://t.co/GlMQ4DcKBC https://t.co/9R9O13IU9G"
Alex Ellis,TE,alexellisuk,"@dirsigler Does the Grafana operator integrate here? There must be some kind of CRD for them.

@nosceon and @alistair_hey may know"
Alex Ellis,TE,alexellisuk,@adrianmouat OBS is very good. QuickTime can also record video that you can then edit in iMovie.
Alex Ellis,TE,alexellisuk,"@AlexJonesax Yes 💪

I just published this change for arkade: 
https://t.co/ObkDtqzACM"
Alex Ellis,TE,alexellisuk,"You can now install the @github Actions Runner on your server along with @golang, @containerd, @PrometheusIO and a bunch of other useful backend software.

arkade will work out the right binary to download - 32-bit/64-bit ARM or x86_64

https://t.co/DARNDUJ7Ok"
Alex Ellis,TE,alexellisuk,"@mkoerbi @mhausenblas @ipedrazas I assume they're available on Amazon, Michael?"
Alex Ellis,TE,alexellisuk,"@sammcgeown Must have missed you last week.

I've got a negative test with a rapid test, but have heard anecdotally from a number of people they got the same, but a PCR came back positive."
Alex Ellis,TE,alexellisuk,@mhausenblas @mkoerbi Congrats on another publication! I saw that @ipedrazas got a signed copy but by the time I found the AWS booth you'd disappeared.
Alex Ellis,TE,alexellisuk,"@justincormack why did they take this route? Was it a ""Windows elevator""?"
Alex Ellis,TE,alexellisuk,"""Being successful, means being focused and saying no to things. Like not putting Docker Desktop in an elevator"""
Alex Ellis,TE,alexellisuk,"""If we want real sustainable communities, we can't rely on volunteerism. We need to vote with our dollars""

""Give people something they're willing to pay for. Make sure the free thing isn't the paid for thing."""
Alex Ellis,TE,alexellisuk,"""You work for free, but I've not met one developer that works for free"""
Alex Ellis,TE,alexellisuk,"""When you maintain an open source project, you have to get up on a Saturday morning and fix things for other people"""
Alex Ellis,TE,alexellisuk,"The on-demand sessions are available to watch from @Dockercon, if you missed them a couple of weeks ago

https://t.co/ClzxuWAqV8 https://t.co/4CjCSrEmGb"
Alex Ellis,TE,alexellisuk,This is happening today at 1630 BST https://t.co/9V6GSY51UQ
Zach Ertz,TE,ZERTZ_86,"In regards to donutgate… 

JJs first request, “pink/strawberry”, wasn’t even on the online ordering menu…
Therefore the rest of his order was disregarded 🤷🏼‍♂️ 
 
Let’s just focus on the part of me getting a dozen donuts and not focus on the rest 😂🤣 https://t.co/3vwvPHbN6s"
Zach Ertz,TE,ZERTZ_86,I think 86 is the only option my guy 🤷🏼‍♂️ https://t.co/d6mSo9WBpT
Travis Etienne Jr.,RB,swaggy_t1,One day at a time!
Darrynton Evans,RB,ItzLiveee,@UGamer870 @Muthead @EAMaddenNFL @Broncos @EASPORTS_MUT 👀
Darrynton Evans,RB,ItzLiveee,@mensaatv All tattoos hurt fam 😂
Darrynton Evans,RB,ItzLiveee,This just for fun*** so yall know lol don’t take it too serious
Darrynton Evans,RB,ItzLiveee,Just Recored this Last be on Twitch w @Blastro704 . What y’all think? https://t.co/dGiWGF9ZSm
Darrynton Evans,RB,ItzLiveee,We Liveee 🎶 https://t.co/uemmQNNnFB https://t.co/yzeXchWFGO
Darrynton Evans,RB,ItzLiveee,50 likes I’ll record a song live on twitch
Darrynton Evans,RB,ItzLiveee,Dang.. https://t.co/4XZRRIYKXi
Darrynton Evans,RB,ItzLiveee,Forgot how to solve the final step on my own. Give me a day or two and it’ll be like like riding a bike again.
Darrynton Evans,RB,ItzLiveee,@Skoal_GG Fastest I’ve done one was 48 secs
Darrynton Evans,RB,ItzLiveee,Bought another Rubiks Cube today 😎 haven’t done one since my sophomore year of college. Y’all think I still got it?
Darrynton Evans,RB,ItzLiveee,@BeastNameJon On me 🤣 was looking like some interns and we didn’t have a party chat just game chat. Xbox was up one back then
Darrynton Evans,RB,ItzLiveee,@BeastNameJon Idk bruh y’all had it easy on Xbox atleast plugging it in. On PS3 it took forever to connect the Bluetooth 🤣 both trash
Darrynton Evans,RB,ItzLiveee,The real reason why our generation is Elite at COD 😂 we upgraded from dropping nukes with a Bluetooth ear piece to Full Headsets 😭😭 Way before footsteps just TV’s Blasted 🔊🔊 https://t.co/pHBs8sG0FF
Darrynton Evans,RB,ItzLiveee,@KhariBlasingame Gotta charge that one to the game 😂 playas mess up too
Darrynton Evans,RB,ItzLiveee,@MrThugLife7 @thebesteverr99 Def goated for the alley to you
Darrynton Evans,RB,ItzLiveee,@KhariBlasingame 😅😂 https://t.co/iOugKKPmNH
Darrynton Evans,RB,ItzLiveee,Temperature gage preferably 👀
Darrynton Evans,RB,ItzLiveee,Do you make your bed every morning?
Darrynton Evans,RB,ItzLiveee,🔥🔥🔥🔥🔥 https://t.co/zCSB2T1lpK
Darrynton Evans,RB,ItzLiveee,@Brandongearhar7 Read the bio lol
Darrynton Evans,RB,ItzLiveee,@FerdyHK 🔥🔥🔥🔥🔥
Darrynton Evans,RB,ItzLiveee,Stamina is Updated! 98 Stamina 🔥 https://t.co/uemmQNNnFB https://t.co/zZSxScirkb
Darrynton Evans,RB,ItzLiveee,Golden Ticket Liveee is Liveee https://t.co/hryZI5K5xp https://t.co/RxfcTlFPpf
Darrynton Evans,RB,ItzLiveee,@Seemoe94 W
Darrynton Evans,RB,ItzLiveee,Reaction video of the GT? Yes or no
Darrynton Evans,RB,ItzLiveee,@EASPORTS_MUT W
Darrynton Evans,RB,ItzLiveee,Only loss is to @xJarran_ Not a bad start to my first Weekend League in Months! Wait till we get that new GT 🔥 https://t.co/ROzIdte9oN
Darrynton Evans,RB,ItzLiveee,GT Drops Tomorrow! WE LIVEEE come Vibe w us! 25-0 WL? https://t.co/hryZI5K5xp https://t.co/fnaKMZDl8r
Darrynton Evans,RB,ItzLiveee,@KillaKG1 shout out to my guy 🤝🏽💯
Darrynton Evans,RB,ItzLiveee,Who’s ready? #MUTGoldenTicket dropping tomorrow 🔥👀 @EASPORTS_MUT https://t.co/lSKJwwmSkC
Darrynton Evans,RB,ItzLiveee,@JothamKitara Which one 👀
Darrynton Evans,RB,ItzLiveee,@ScottyTidwell Charcoal!
Darrynton Evans,RB,ItzLiveee,Looking to get a Grill to get before the summer… which brands should I be looking at 👀🥩🍗🍔🌭
Darrynton Evans,RB,ItzLiveee,@AppState_FB @Cam_Peoples6 🤝🏽💯
Darrynton Evans,RB,ItzLiveee,This world is getting more and more wicked by the day.. 🙏🏽 Just sad 😢 https://t.co/jKw5zZcF0J
Gerald Everett,TE,lightningstrk12,@_PrettyFerrari Mood https://t.co/soOe83p6fc
Gerald Everett,TE,lightningstrk12,Do we have a problem ? Ok nicki
Gerald Everett,TE,lightningstrk12,@DallasDeejay When was there ever a “We” in this country…?We don’t do anything as One except pay taxes and celebrate..
Simi Fehoko,WR,Simi_Fehoko,🏍 motorcycle man🤣 https://t.co/oxFiPoJsdH
Demetric Felton,RB,demetricfelton7,@BestOfFett Man this scene broke my heart 😔
Demetric Felton,RB,demetricfelton7,@__DwayneJohnson Need to do a quick 48 it’s perfect
Demetric Felton,RB,demetricfelton7,@CultureCrave This is gonna be so good
Demetric Felton,RB,demetricfelton7,@DeShaunFoster26 😂😂😂 man
Demetric Felton,RB,demetricfelton7,@PresidentialMP Auntie got some shit on her huh 😳
Chris Finke,WR,SlipperyFox10,"@TylerWojciak Sorry boss, the wave rocks"
Chris Finke,WR,SlipperyFox10,Have we tried refrying refried beans?
Anthony Firkser,TE,AFirkserSZN,Nashville is for the boys! Bring on Kenny. #ForTheBoys @_willcompton @TaylorLewan77
Dez Fitzpatrick,WR,dezfitz8,@502_cbxL1C4 I can agree…. But might have to put family guy over south park … idk it’s hard
Jody Fortson,TE,Chiefs,Should we live tweet @PatrickMahomes' round at The Match tomorrow?
Jody Fortson,TE,Chiefs,Watch more highlights on https://t.co/qQhe4PF924!
Jody Fortson,TE,Chiefs,"#TouchdownTuesday is BACK.

Let's start with this 51-yard stunner from @Gore_D1 😳 https://t.co/pQ459I6unE"
Jody Fortson,TE,Chiefs,"We've got you covered on your morning commute. 

Catch up on the first week of OTAs with the latest episode of Defending the Kingdom 🎙"
Jody Fortson,TE,Chiefs,"Off-season approach: find guys with something to prove.

#ChiefsKingdom | @flyairshare https://t.co/oscqAnwSeD"
Jody Fortson,TE,Chiefs,Today and everyday we honor those who have fallen in the line of service defending our country. #MemorialDay https://t.co/DotCYxY7iU
Jody Fortson,TE,Chiefs,"The expectation is simple 🏆

Work to Win presented by @flyairshare premieres Tuesday at 6 PM. https://t.co/MT7hD9OZ9H"
Jody Fortson,TE,Chiefs,Only 15 Sundays left ⏰ https://t.co/MIh9mv8Uee
Jody Fortson,TE,Chiefs,.@buttkicker7 breaking records 🥇 https://t.co/fJ72eL99ZH
Jody Fortson,TE,Chiefs,💪💪💪 @tkelce https://t.co/tCF8AxCsaV
Jody Fortson,TE,Chiefs,Sleep with one eye open 🫣 @m_danna4 https://t.co/J50u45Mxb3
Jody Fortson,TE,Chiefs,"“I approach every day being super grateful I get to put on a Chiefs helmet.”

Get to know UDFA linebacker Mike Rose 🌹 https://t.co/SshHGg16H0"
Jody Fortson,TE,Chiefs,"Most points of any Chiefs player in team history. Happy Birthday, Nick! 🎉 https://t.co/QqpTQ4Nt9F"
Jody Fortson,TE,Chiefs,The boys are back in the building and getting straight to work 💪
Jody Fortson,TE,Chiefs,Smooth like butter 🧈 https://t.co/XBnvQzVPUm
Jody Fortson,TE,Chiefs,BuT KeLcE iSN’t ThE bEst TE iN tHe NFL https://t.co/iRRFoOF0Ee
Jody Fortson,TE,Chiefs,"See y'all at The Match, @TomBrady @AaronRodgers12 😏 https://t.co/DNwC1fTVO0"
Jody Fortson,TE,Chiefs,.@justinqreid talks about his relationship with Tyrann &amp; how he sees himself contributing to our defense. https://t.co/FMDzhSSReV
Jody Fortson,TE,Chiefs,.@PatrickMahomes discusses how the vets &amp; new guys have been building chemistry on and off the field. https://t.co/GcuEIrE3fv
Jody Fortson,TE,Chiefs,"""It's electric, this defense"" ⚡️ @justinqreid https://t.co/LQsmUnmDKu"
Jody Fortson,TE,Chiefs,First day in the books 📚 https://t.co/RMng3QyTSU
Jody Fortson,TE,Chiefs,Let's rock 🤘 https://t.co/9J1Y765kMf
Jody Fortson,TE,Chiefs,15 ➜ 9. https://t.co/gcHQBh0PIU
Jody Fortson,TE,Chiefs,👀 https://t.co/9slEBBMxUR
Jody Fortson,TE,Chiefs,"Alexa, play Pushin 🅿️. https://t.co/WioJnvIIeV"
Jody Fortson,TE,Chiefs,Blessing your TL with new schedule wallpapers 😁 https://t.co/QMo9hLXYFA
Jody Fortson,TE,Chiefs,"We're back, baby 😈 https://t.co/LDCWGdfXEU"
Jody Fortson,TE,Chiefs,Entering @Juan_Thornhill's golden year ✨ https://t.co/UjJh3k3Lyp
Daurice Fountain,WR,Reece_JMM,"Damn man, my dawg has kids… I can’t even imagine.. 🙏🏾"
Daurice Fountain,WR,Reece_JMM,@HuffPost This is so damn disrespectful
Daurice Fountain,WR,Reece_JMM,Warriors in 6
Daurice Fountain,WR,Reece_JMM,Jimmy butler….chill
Daurice Fountain,WR,Reece_JMM,Patience 💆🏾‍♂️
Daurice Fountain,WR,Reece_JMM,One of the realest teammates I’ve ever had! 💯 https://t.co/C0St9vSaf7
Daurice Fountain,WR,Reece_JMM,"An elementary school, These are babies dawg….wtf"
Daurice Fountain,WR,Reece_JMM,‼️‼️‼️ This the one! https://t.co/QfCn8tiMHc
Daurice Fountain,WR,Reece_JMM,"Smh another day, another school shooting. This is terrible… I pray for the families effected 🙏🏾"
Leonard Fournette,RB,_fournette,Get up Craig https://t.co/FEf5GNftzX
Leonard Fournette,RB,_fournette,The 2014 class set the standard for New Orleans football just a thought of mine…….
Leonard Fournette,RB,_fournette,Motivation thank you warriors
Leonard Fournette,RB,_fournette,Rare form I’ll be back there soon💎 https://t.co/IHQHjOWJlh
Leonard Fournette,RB,_fournette,Excited can’t wait https://t.co/q4SqDYGaS2
Pat Freiermuth,TE,pat_fry5,#WEARE https://t.co/1ik5NJS40i
Russell Gage,WR,GageRussell,"Prayers to everyone, but especially my NFL brothers this off-season! Lord shield us from all harm! #RIPJeffGladney"
Russell Gage,WR,GageRussell,@Youbucthat Done
Russell Gage,WR,GageRussell,I’m turning up this year! #Wakemupruss
Russell Gage,WR,GageRussell,😔this hurts my heart https://t.co/tnsVNUBw8e
Kenneth Gainwell,RB,KENNETHGAINWEL,"You block your dreams when you allow fear to grow bigger than your faith.
#KeepDaFaith"
Kenneth Gainwell,RB,KENNETHGAINWEL,RIP https://t.co/92gQL629NQ
Kenneth Gainwell,RB,KENNETHGAINWEL,"Today’s a new day, don’t let the lows of yesterday prevent you from enjoying the highs of today.
#KeepMoving"
Kenneth Gainwell,RB,KENNETHGAINWEL,@Trey_Long_60 Yup on gta
Kenneth Gainwell,RB,KENNETHGAINWEL,@Trey_Long_60 I got you tomar
Kenneth Gainwell,RB,KENNETHGAINWEL,Come turn me up chat https://t.co/9xhWBRDTrI
Kenneth Gainwell,RB,KENNETHGAINWEL,"This world could strip you of everything that you have, You would walk away and go get it again. It’s not on You but it's the favor of God in You. Simply put It’s the God in You. #Faith"
Kenneth Gainwell,RB,KENNETHGAINWEL,https://t.co/s1WwS65yMW. Warzone grind
Kenneth Gainwell,RB,KENNETHGAINWEL,"Never beg for a seat at the table, when God has the ability to prepare a table for you. In a season you can go from being overlooked to over booked. 
#KeepClimbing"
Graham Gano,K,GrahamGano,Wonder when @nfl shop will start letting us buy custom kids jerseys again. I have some kiddos that need new ones since dad isn’t #5 anymore… #ThanksThibodeaux 😆
Mike Gesicki,TE,mikegesicki,Make the most of your opportunities when they present themselves! Awesome time catching up on the podcast AB @AdamBreneman81 keep doing your thing 🤐 https://t.co/aV2F9LQ6ka
Mike Gesicki,TE,mikegesicki,@KVN_03 👀😂 you’re already rich lemme get a couple dollars
Antonio Gibson,RB,AntonioGibson14,Y’all be careful in these cars man.. PLEASE.. Goes for me as well
Antonio Gibson,RB,AntonioGibson14,Gone way to soon brother 🙏🏾 R.I.P Jeff Gladney ❤️
Antonio Gibson,RB,AntonioGibson14,@MAJORBUSQUET Happy Anniversary Fam 🙏🏾
Antonio Gibson,RB,AntonioGibson14,@ImVarTho 😂😂
Antonio Gibson,RB,AntonioGibson14,@ImVarTho Never that
Antonio Gibson,RB,AntonioGibson14,@sleazyworld_ @A_Reid11 I just did and still say it’s cap 🤦🏾‍♂️ Ain’t no way
Antonio Gibson,RB,AntonioGibson14,😂😂 whaaat https://t.co/NWxuXDOSwl
Antonio Gibson,RB,AntonioGibson14,That’s Tough 🔥 https://t.co/ONPLKwnguE
Antonio Gibson,RB,AntonioGibson14,Can’t tell her nothing right now.. She like Yeahhh I got it https://t.co/mDoiPoBz1j
Antonio Gibson,RB,AntonioGibson14,All Smiles Because I’m Blessed 🙏🏾 https://t.co/XA38ej9EIy
Antonio Gibson,RB,AntonioGibson14,Man that’s Big Cal 💯🔥 https://t.co/9oAtRpd21t
Reggie Gilliam,FB,_1Sledge,@CoachDJohnson01 Absolutely
Reggie Gilliam,FB,_1Sledge,@beardedphotog24 @raisingcanes Ah that makes more sense
Reggie Gilliam,FB,_1Sledge,Mine probably got lost in the mail @raisingcanes https://t.co/2gQMTpWhwk
Marquise Goodwin,WR,marquisegoodwin,@itskerrii 🚀🙌🏿
Marquise Goodwin,WR,marquisegoodwin,👏🏿👏🏿👏🏿 nice run
Marquise Goodwin,WR,marquisegoodwin,40 thousand miles up in the air only time I get some Z’s
Marquise Goodwin,WR,marquisegoodwin,"Yeeea, but what are you going to do!? https://t.co/FUpQXAFlRo"
Marquise Goodwin,WR,marquisegoodwin,Bawk bawk 🍗 🐓 …. 🐔 https://t.co/DItEk9yMvD
Josh Gordon,WR,JOSH_GORDONXII,Yup we back outside‼️🚀 😜 #12szn @ Chiefs Training Complex https://t.co/mKWvMHlgrg
Josh Gordon,WR,JOSH_GORDONXII,Never walk alone. My heart is with you.☝🏾 #texastough 🙏🏾
Melvin Gordon III,RB,Melvingordon25,......
Melvin Gordon III,RB,Melvingordon25,I ain't see that
Melvin Gordon III,RB,Melvingordon25,Sound track for stranger things 🔥🔥‼️
Melvin Gordon III,RB,Melvingordon25,Leggooooooo https://t.co/tAkWR142ZT
Melvin Gordon III,RB,Melvingordon25,Y'all tap in ‼️‼️‼️‼️‼️ https://t.co/hD9sXVGMDh
Melvin Gordon III,RB,Melvingordon25,@JeudyFor6 @jm4c488 Lmfao 🤣 man get off this app
Melvin Gordon III,RB,Melvingordon25,@xLORDo6Reaper @AllbrightNFL Lol haven't been in like 5 years 😂😂😂
Melvin Gordon III,RB,Melvingordon25,And to the ppl mad I'm not at OTA's 😂😂😂😂😂 #IYKYK https://t.co/oMDVumTzgt
Melvin Gordon III,RB,Melvingordon25,Let's let them hate gang. Let's just make plays and Do us #33 ‼️💯 https://t.co/rtozQOX6jK
Melvin Gordon III,RB,Melvingordon25,@nftatouille @AzukiOfficial Lol why you leave gang. Stay true
Melvin Gordon III,RB,Melvingordon25,Get him outta here ‼️.... no place for him https://t.co/XFaGPV3Jml
Melvin Gordon III,RB,Melvingordon25,@reaIrager 😂😂😂😂 Lmfaoooo dawg I hate Twitter
Melvin Gordon III,RB,Melvingordon25,@_willcompton Lmfaooooo 😂😂😂😂😂😂
Melvin Gordon III,RB,Melvingordon25,🤣😂😂😂 👀
Melvin Gordon III,RB,Melvingordon25,This in golden state..... y'all would say they're cheating 😂
Melvin Gordon III,RB,Melvingordon25,@ABC @AdamSchefter 🤦🏾‍♂️ I just don't understand why
Melvin Gordon III,RB,Melvingordon25,@MikeDavisRB Keep collecting mike. Proud of you slime. Keep living the dream out gang
Kylen Granson,TE,theKCG18,@BigHorseshoe My confidence in my driving📈📈📈
Kylen Granson,TE,theKCG18,I swear Indiana has a pothole for every corn field https://t.co/WopGpAUtSx
Kylen Granson,TE,theKCG18,@BooksBitesBalls 😂😂😂
Breece Hall,RB,BreeceH,21…21…21…🥳
Breece Hall,RB,BreeceH,Please do https://t.co/I4PHZvd1Vn
Breece Hall,RB,BreeceH,He’s really like that…🤞🏾🥀 https://t.co/0Y3ZwnLAVI
Breece Hall,RB,BreeceH,Dallas Playing how Golden State usually play😂
Breece Hall,RB,BreeceH,I like me in a race tho😎 @GarrettWilson_V https://t.co/5Nob7Ky5G2
C.J. Ham,FB,cjham28,💔🙏🏾 https://t.co/SGQP22oThs
C.J. Ham,FB,cjham28,@VikingNations @T_Prince15 The track picture is everything 😂💪🏾
C.J. Ham,FB,cjham28,My heart just hurts 💔 having a child i send to elementary school everyday…. I just can’t even imagine… this has to stop. 🙏🏾
DaeSean Hamilton,WR,SkeeterMills__,Dirty 30 happy bday champ https://t.co/fnYZB8xAk4
DaeSean Hamilton,WR,SkeeterMills__,Bad Bunny goes dumb lol
DaeSean Hamilton,WR,SkeeterMills__,Something gotta change..
DaeSean Hamilton,WR,SkeeterMills__,Should never have to say RIP to some babies
KJ Hamler,WR,Kj_hamler,Spiffyyyyy https://t.co/t5fUdqvYyw
JaQuan Hardy,RB,ShowtimeHardy,@BitBarkers Big Dawgs😈 💪🏾@C1P4LSelfMade @TheAntHines_Era @T_RAWW4
JaQuan Hardy,RB,ShowtimeHardy,@ThePossessedNFT Triple Cs😈
JaQuan Hardy,RB,ShowtimeHardy,@WizBubba @ThePossessedNFT Fortnite??!🥲😨
Kelvin Harmon,WR,_HarmonK,"Memorial Day madden special, serving up"
Kelvin Harmon,WR,_HarmonK,@Benj_Juice Logging in
Kelvin Harmon,WR,_HarmonK,Apple Pay should be in every establishment
Kelvin Harmon,WR,_HarmonK,They need to add Bluetooth pairing to game controllers
Kelvin Harmon,WR,_HarmonK,No more warzone updates unless they are bringing back verdansk
Kelvin Harmon,WR,_HarmonK,Coldest street story teller out there https://t.co/YzjgoZvgQJ
Kelvin Harmon,WR,_HarmonK,@tami_whitehead Amen
Kelvin Harmon,WR,_HarmonK,How you see life is how it is
Kelvin Harmon,WR,_HarmonK,"The social pressure on social media is very interesting, you have some who will  fake it regardless and others who would lay low until there's something to show."
Kelvin Harmon,WR,_HarmonK,"I pray to God everyday, that stress has to go through layers to get to me"
Kelvin Harmon,WR,_HarmonK,Too much of anything is bad.. except for what? Lmk
Kelvin Harmon,WR,_HarmonK,"My baby sister school had an active shooter today, thank God everyone was safe but imagine the trauma these kids have to go through when they head back to school."
Kelvin Harmon,WR,_HarmonK,If you’re doing anything for validation rather than it coming from the heart then don’t even bother
Kelvin Harmon,WR,_HarmonK,@RickyyChampagne A must
Kelvin Harmon,WR,_HarmonK,@RickyyChampagne 🤦🏿‍♂️🤦🏿‍♂️
Kelvin Harmon,WR,_HarmonK,"They need metal detectors in all schools, not just schools in the hood"
Damien Harris,RB,DHx34,"As long as people like this hold power, there will be no change… This sh*t is awful!! https://t.co/j5yD89T8kz"
Damien Harris,RB,DHx34,"Devastating. Heartbreaking. Unimaginable. Lord, watch over every single person affected by this continued evil. WE NEED CHANGE, NOW‼️‼️‼️"
Deonte Harris,WR,tayynation1,Chill out gxng 😂😂😂 https://t.co/hB66qMxnDX
Deonte Harris,WR,tayynation1,@fitnissavan @Gervontaa Smart man
Deonte Harris,WR,tayynation1,It’s levels to this shit tank!!! BALTIMORE
Deonte Harris,WR,tayynation1,Ya know I’m rocking with @Gervontaa my DM’s open
Deonte Harris,WR,tayynation1,I Stand On Faith!
Deonte Harris,WR,tayynation1,Just wait for me
Najee Harris,RB,ohthatsNajee22,"MY 1ST ANNUAL YOUTH FOOTBALL CAMP

JUNE 25TH
📍THE YOC

Sign up at https://t.co/Uhe3TfP3km #DaBiggerPictureFoundation https://t.co/vPhEFccdNU"
Najee Harris,RB,ohthatsNajee22,Some reporters be straight cornballs
Najee Harris,RB,ohthatsNajee22,@NFL_DovKleiman @MarkKaboly Bra I weighed 240 last year. Reporters really don’t be knowing nothing just be tweeting shit
Najee Harris,RB,ohthatsNajee22,🫣😤 https://t.co/E72RPBrygI
Penny Hart,WR,pennyhart2_,Oh my goodness that boy SURRRRSSS
Darrell Henderson Jr.,RB,DarrellH8,Free my dawg 🤣🤦🏾‍♂️ https://t.co/EVevkDmQzb
Rashard Higgins,WR,CALLME_WOOD,What’s there to be jealous about? https://t.co/XqjVYxwrRq
Rashard Higgins,WR,CALLME_WOOD,@zachkuto10 Dm me
Rashard Higgins,WR,CALLME_WOOD,Boy got too much money sheesssh https://t.co/VHkupI2me2
Rashard Higgins,WR,CALLME_WOOD,I need 3
Rashard Higgins,WR,CALLME_WOOD,I just know the teacher that was killed tried to protect the students 💔
Rashard Higgins,WR,CALLME_WOOD,I can only imagine dropping my son off to school telling him i love him then getting a call from the school saying there been a shooting 😰😨
Rashard Higgins,WR,CALLME_WOOD,@Shelley0514 Especially with my son being 8 months years away from school but what im supposed to do 😵‍💫
Rashard Higgins,WR,CALLME_WOOD,Hurt my heart to hear about a shooting at a ELEMENTARY SCHOOL!!
Justice Hill,RB,jhill21_,@MMORTON6 @RichardHeartWin 😁
Justice Hill,RB,jhill21_,it's a great day 😁
Kylin Hill,RB,H_Kylin,Rip Jeff .. damn bro
Kylin Hill,RB,H_Kylin,Bruhhh😂😂😂😂😂😂😂 https://t.co/SjCLJxxB0a
Tyreek Hill,WR,cheetah,Fa(s)t yes ✊🏿 https://t.co/Ippw2EPsmd
Tyreek Hill,WR,cheetah,let me guess he’s in 4th grade 🤔 https://t.co/aWbuqm8QS0
Tyreek Hill,WR,cheetah,It needed to be said podcast coming soon ❗️❗️ https://t.co/4910Evvgp0
Tyreek Hill,WR,cheetah,Trey way ✌🏿 https://t.co/jiUVosED8d
Dontrell Hilliard,RB,D_Hilliard26,Hot!🔥🤫😂 https://t.co/tW1ILEFLYf
Nyheim Hines,RB,TheNyNy7,"They don’t have a story, they’ll make one..
I just stay in my lane chasing paper

Man rod wave not lying 😂"
Travis Homer,RB,travishomer4,We’re kinda cool😎 https://t.co/lF4rsFifHb
Austin Hooper,TE,Hooper,"@GabeWootton Everybody knows it goes

Reggie, Jay-Z, Tupac and Biggie
Andre from Outkast, Jada, Kurupt, Nas and then Eminem."
Austin Hooper,TE,Hooper,"I’m trying to sell my PA if anyone is interested. 2 powered EV 12 mains, soundcraft 8 channel mixer,speaker stands, cables and cases. DM if you’re interested in all or part. I’ll make you a good deal!"
Austin Hooper,TE,Hooper,@vandoliers https://t.co/mEEIc0bkAa
Zander Horvath,FB,zhorvath_,Diligent through the process https://t.co/qD99jyxpcg
Lil'Jordan Humphrey,WR,LJ_Humphrey23,Blind eyes could look at me and see the truth
Alec Ingold,FB,AI_XLV,@Chris_Guwap Always!!
Mark Ingram II,RB,markingramII,@greedsgreedy @Cryptoon_Goonz All of them or just some of them? Lol I already sent 3 through!!
Lamar Jackson,QB,Lj_era8,@Uno1Siete7 🙄not yo fault
Lamar Jackson,QB,Lj_era8,@Bigfredo26sg No hat🤣🤦🏾‍♂️
Lamar Jackson,QB,Lj_era8,🙏🏾🤺 https://t.co/YnE4k7l5Ap
Lamar Jackson,QB,Lj_era8,🙏🏾 https://t.co/6fDKAlquoX
Lamar Jackson,QB,Lj_era8,Dropped dude🚀🚀🚀 @Gervontaa the truth stop playin 😮‍💨😮‍💨
Lamar Jackson,QB,Lj_era8,🔥🔥🔥 https://t.co/eLATcvkGIG
Lamar Jackson,QB,Lj_era8,https://t.co/FByZw0Bt20 https://t.co/Ltt24QOnTj
